0.000	0.000	0.000
0.035	0.000	0.000
0.070	0.000	0.000
0.105	0.000	0.000
0.140	0.000	0.000
0.175	0.000	0.000
0.210	0.000	0.000
0.246	0.000	0.000
0.281	0.000	0.000
0.316	0.000	0.000
0.351	0.000	0.000
0.386	0.000	0.000
0.421	0.000	0.000
0.456	0.000	0.000
0.491	0.000	0.000
0.526	0.000	0.000
0.561	0.000	0.000
0.597	0.000	0.000
0.632	0.000	0.000
0.667	0.000	0.000
0.702	0.000	0.000
0.737	0.000	0.000
0.773	0.000	0.000
0.808	0.000	0.000
0.843	0.000	0.000
0.878	0.000	0.000
0.913	0.000	0.000
0.948	0.000	0.000
0.983	0.000	0.000
1.018	0.000	0.000
1.054	0.000	0.000
1.089	0.000	0.000
1.124	0.000	0.000
1.159	0.000	0.000
1.194	0.000	0.000
1.230	0.000	0.000
1.265	0.000	0.000
1.300	0.000	0.000
1.335	0.000	0.000
1.370	0.000	0.000
1.405	0.000	0.000
1.440	0.000	0.000
1.475	0.000	0.000
1.510	0.000	0.000
1.545	0.000	0.000
1.581	0.000	0.000
1.616	0.000	0.000
1.651	0.000	0.000
1.687	0.000	0.000
1.722	0.000	0.000
1.757	0.000	0.000
1.792	0.000	0.000
1.827	0.000	0.000
1.862	0.000	0.000
1.899	0.000	0.000
1.935	0.000	0.000
1.970	0.000	0.000
2.005	0.000	0.000
2.040	0.000	0.000
2.075	0.000	0.000
2.110	0.000	0.000
2.145	0.000	0.000
2.180	0.000	0.000
2.215	0.000	0.000
2.250	0.000	0.000
2.285	0.000	0.000
2.320	0.000	0.000
2.355	0.000	0.000
2.390	0.000	0.000
2.426	0.000	0.000
2.461	0.000	0.000
2.497	0.000	0.000
2.532	0.000	0.000
2.567	0.000	0.000
2.603	0.000	0.000
2.638	0.000	0.000
2.673	0.000	0.000
2.708	0.000	0.000
2.743	0.000	0.000
2.778	0.000	0.000
2.813	0.000	0.000
2.848	0.000	0.000
2.884	0.000	0.000
2.919	0.000	0.000
2.954	0.000	0.000
2.989	0.000	0.000
3.024	0.000	0.000
3.059	0.000	0.000
3.095	0.000	0.000
3.131	0.000	0.000
3.167	0.000	0.000
3.202	0.000	0.000
3.237	0.000	0.000
3.272	0.000	0.000
3.307	0.000	0.000
3.342	0.000	0.000
3.377	0.000	0.000
3.412	0.000	0.000
3.447	0.000	0.000
3.482	0.000	0.000
3.517	0.000	0.000
3.552	0.000	0.000
3.587	0.000	0.000
3.623	0.000	0.000
3.658	0.000	0.000
3.693	0.000	0.000
3.728	0.000	0.000
3.763	0.000	0.000
3.798	0.000	0.000
3.833	0.000	0.000
3.868	0.000	0.000
3.904	0.000	0.000
3.939	0.000	0.000
3.974	0.000	0.000
4.009	0.000	0.000
4.045	0.000	0.000
4.080	0.000	0.000
4.115	0.000	0.000
4.150	0.000	0.000
4.185	0.000	0.000
4.221	0.000	0.000
4.257	0.000	0.000
4.292	0.000	0.000
4.327	0.000	0.000
4.363	0.000	0.000
4.398	0.000	0.000
4.433	0.000	0.000
4.468	0.000	0.000
4.503	0.000	0.000
4.538	0.000	0.000
4.573	0.000	0.000
4.608	0.000	0.000
4.643	0.000	0.000
4.678	0.000	0.000
4.713	0.000	0.000
4.748	0.000	0.000
4.784	0.000	0.000
4.819	0.000	0.000
4.854	0.000	0.000
4.889	0.000	0.000
4.924	0.000	0.000
4.959	0.000	0.000
4.994	0.000	0.000
5.029	0.000	0.000
5.064	0.000	0.000
5.099	0.000	0.000
5.134	0.000	0.000
5.169	0.000	0.000
5.205	0.000	0.000
5.240	0.000	0.000
5.276	0.000	0.000
5.311	0.000	0.000
5.346	0.000	0.000
5.382	0.000	0.000
5.418	0.000	0.000
5.453	0.000	0.000
5.488	0.000	0.000
5.523	0.000	0.000
5.558	0.000	0.000
5.594	0.000	0.000
5.629	0.000	0.000
5.664	0.000	0.000
5.699	0.000	0.000
5.734	0.000	0.000
5.769	0.000	0.000
5.804	0.000	0.000
5.840	0.000	0.000
5.875	0.000	0.000
5.910	0.000	0.000
5.945	0.000	0.000
5.981	1.000	0.000
6.016	1.000	0.000
6.051	1.000	0.011
6.086	1.000	0.034
6.121	1.000	0.055
6.157	1.000	0.074
6.192	1.000	0.090
6.227	1.000	0.104
6.262	1.000	0.116
6.297	1.000	0.126
6.332	1.000	0.135
6.367	1.000	0.143
6.402	1.000	0.149
6.438	1.000	0.155
6.474	1.000	0.160
6.509	1.000	0.164
6.544	1.000	0.168
6.579	1.000	0.171
6.614	1.000	0.173
