0.000	0.000	0.000
0.035	0.000	0.000
0.070	0.000	0.000
0.105	0.000	0.000
0.140	0.000	0.000
0.175	0.000	0.000
0.210	0.000	0.000
0.245	0.000	0.000
0.281	0.000	0.000
0.317	0.000	0.000
0.352	0.000	0.000
0.387	0.000	0.000
0.422	0.000	0.000
0.457	0.000	0.000
0.492	0.000	0.000
0.527	0.000	0.000
0.562	0.000	0.000
0.597	0.000	0.000
0.632	0.000	0.000
0.667	0.000	0.000
0.702	0.000	0.000
0.737	0.000	0.000
0.772	0.000	0.000
0.808	0.000	0.000
0.843	0.000	0.000
0.878	0.000	0.000
0.913	0.000	0.000
0.948	0.000	0.000
0.983	0.000	0.000
1.018	0.000	0.000
1.053	0.000	0.000
1.088	0.000	0.000
1.123	0.000	0.000
1.158	0.000	0.000
1.193	0.000	0.000
1.228	0.000	0.000
1.263	0.000	0.000
1.298	0.000	0.000
1.334	0.000	0.000
1.369	0.000	0.000
1.405	0.000	0.000
1.440	0.000	0.000
1.476	0.000	0.000
1.511	0.000	0.000
1.546	0.000	0.000
1.581	0.000	0.000
1.616	0.000	0.000
1.651	0.000	0.000
1.686	0.000	0.000
1.721	0.000	0.000
1.756	0.000	0.000
1.791	0.000	0.000
1.826	0.000	0.000
1.861	0.000	0.000
1.897	0.000	0.000
1.932	0.000	0.000
1.967	0.000	0.000
2.003	0.000	0.000
2.038	0.000	0.000
2.073	0.000	0.000
2.108	0.000	0.000
2.144	0.000	0.000
2.179	0.000	0.000
2.214	0.000	0.000
2.249	0.000	0.000
2.284	0.000	0.000
2.319	0.000	0.000
2.354	0.000	0.000
2.389	0.000	0.000
2.425	0.000	0.000
2.461	0.000	0.000
2.496	0.000	0.000
2.531	0.000	0.000
2.566	0.000	0.000
2.601	0.000	0.000
2.636	0.000	0.000
2.672	0.000	0.000
2.708	0.000	0.000
2.743	0.000	0.000
2.779	0.000	0.000
2.814	0.000	0.000
2.849	0.000	0.000
2.884	0.000	0.000
2.919	0.000	0.000
2.954	0.000	0.000
2.989	0.000	0.000
3.024	0.000	0.000
3.059	0.000	0.000
3.094	0.000	0.000
3.129	0.000	0.000
3.164	0.000	0.000
3.200	0.000	0.000
3.235	0.000	0.000
3.270	0.000	0.000
3.305	0.000	0.000
3.340	0.000	0.000
3.375	0.000	0.000
3.410	0.000	0.000
3.445	0.000	0.000
3.481	0.000	0.000
3.516	0.000	0.000
3.552	0.000	0.000
3.587	0.000	0.000
3.623	0.000	0.000
3.658	0.000	0.000
3.693	0.000	0.000
3.728	0.000	0.000
3.763	0.000	0.000
3.798	0.000	0.000
3.833	0.000	0.000
3.868	0.000	0.000
3.903	0.000	0.000
3.938	0.000	0.000
3.973	0.000	0.000
4.008	0.000	0.000
4.043	0.000	0.000
4.078	0.000	0.000
4.113	0.000	0.000
4.148	0.000	0.000
4.183	0.000	0.000
4.219	0.000	0.000
4.255	0.000	0.000
4.290	0.000	0.000
4.326	0.000	0.000
4.362	0.000	0.000
4.397	0.000	0.000
4.433	0.000	0.000
4.468	0.000	0.000
4.503	0.000	0.000
4.538	0.000	0.000
4.574	0.000	0.000
4.609	0.000	0.000
4.644	0.000	0.000
4.679	0.000	0.000
4.714	0.000	0.000
4.749	0.000	0.000
4.784	0.000	0.000
4.819	0.000	0.000
4.854	0.000	0.000
4.889	0.000	0.000
4.924	0.000	0.000
4.959	0.000	0.000
4.995	0.000	0.000
5.030	0.000	0.000
5.065	0.000	0.000
5.100	0.000	0.000
5.135	0.000	0.000
5.170	0.000	0.000
5.205	0.000	0.000
5.240	0.000	0.000
5.275	0.000	0.000
5.310	0.000	0.000
5.345	0.000	0.000
5.380	0.000	0.000
5.415	0.000	0.000
5.451	0.000	0.000
5.486	0.000	0.000
5.522	0.000	0.000
5.558	0.000	0.000
5.593	0.000	0.000
5.628	0.000	0.000
5.663	0.000	0.000
5.698	0.000	0.000
5.733	0.000	0.000
5.768	0.000	0.000
5.804	0.000	0.000
5.839	0.000	0.000
5.874	0.000	0.000
5.909	0.000	0.000
5.945	0.000	0.000
5.980	0.000	0.000
6.015	0.000	0.000
6.050	0.000	0.000
6.085	0.000	0.000
6.120	0.000	0.000
6.155	0.000	0.000
6.190	0.000	0.000
6.225	0.000	0.000
6.261	0.000	0.000
6.296	0.000	0.000
6.331	0.000	0.000
6.366	0.000	0.000
6.401	0.000	0.000
6.436	0.000	0.000
6.471	0.000	0.000
6.506	0.000	0.000
6.542	0.000	0.000
6.578	0.000	0.000
6.613	0.000	0.000
