0.000	0.000	0.000
0.036	0.000	0.000
0.071	0.000	0.000
0.106	0.000	0.000
0.141	0.000	0.000
0.177	0.000	0.000
0.212	0.000	0.000
0.248	0.000	0.000
0.283	0.000	0.000
0.318	0.000	0.000
0.353	0.000	0.000
0.388	0.000	0.000
0.423	0.000	0.000
0.458	0.000	0.000
0.494	0.000	0.000
0.529	0.000	0.000
0.564	0.000	0.000
0.600	0.000	0.000
0.635	0.000	0.000
0.670	0.000	0.000
0.705	0.000	0.000
0.740	0.000	0.000
0.775	0.000	0.000
0.810	0.000	0.000
0.845	0.000	0.000
0.880	0.000	0.000
0.915	0.000	0.000
0.950	0.000	0.000
0.985	0.000	0.000
1.020	0.000	0.000
1.055	0.000	0.000
1.090	0.000	0.000
1.125	0.000	0.000
1.160	0.000	0.000
1.195	0.000	0.000
1.230	0.000	0.000
1.265	0.000	0.000
1.300	0.000	0.000
1.335	0.000	0.000
1.370	0.000	0.000
1.405	0.000	0.000
1.440	0.000	0.000
1.476	0.000	0.000
1.511	0.000	0.000
1.546	0.000	0.000
1.581	0.000	0.000
1.617	0.000	0.000
1.653	0.000	0.000
1.688	0.000	0.000
1.723	0.000	0.000
1.758	0.000	0.000
1.793	0.000	0.000
1.828	0.000	0.000
1.863	0.000	0.000
1.898	0.000	0.000
1.933	0.000	0.000
1.968	0.000	0.000
2.003	0.000	0.000
2.038	0.000	0.000
2.073	0.000	0.000
2.108	0.000	0.000
2.144	0.000	0.000
2.179	0.000	0.000
2.214	0.000	0.000
2.249	0.000	0.000
2.284	0.000	0.000
2.319	0.000	0.000
2.355	0.000	0.000
2.390	0.000	0.000
2.425	0.000	0.000
2.460	0.000	0.000
2.495	0.000	0.000
2.531	0.000	0.000
2.567	0.000	0.000
2.602	0.000	0.000
2.638	0.000	0.000
2.673	0.000	0.000
2.708	0.000	0.000
2.743	0.000	0.000
2.779	0.000	0.000
2.814	0.000	0.000
2.849	0.000	0.000
2.885	0.000	0.000
2.920	0.000	0.000
2.955	0.000	0.000
2.990	0.000	0.000
3.025	0.000	0.000
3.060	0.000	0.000
3.095	0.000	0.000
3.130	0.000	0.000
3.165	0.000	0.000
3.200	0.000	0.000
3.235	0.000	0.000
3.270	0.000	0.000
3.305	0.000	0.000
3.340	0.000	0.000
3.376	0.000	0.000
3.411	0.000	0.000
3.446	0.000	0.000
3.481	0.000	0.000
3.516	0.000	0.000
3.551	0.000	0.000
3.587	0.000	0.000
